state,lga,ward,health_facility,Latitude,Longitude,type_hf,status,accessibility
Adamawa,Numan,IMBURU,IMBURU PHCC,13.1158,12.0875,Health Clinic,Partially Functioning,False
Adamawa,Numan,IMBURU,J RAPHA,8.894897,12.0882117,Health Post,Functioning,True
Adamawa,Numan,IMBURU,KWAPUKAI HC,9.461708,12.08944,PHC,Functioning,True
Adamawa,Numan,IMBURU,NGBALANG PHCC,12.82666667,12.08944444,Health Clinic,Functioning,True
Adamawa,Numan,IMBURU,ZAGUN PHCC,9.8775,12.08972222,Health Post,Partially Functioning,True
Adamawa,Numan,KODOMTI,BYEMTI HEALTH POST,10.72161,12.09355,Health Post,Partially Functioning,True
Adamawa,Numan,KODOMTI,KIKON HC,9.231944444,12.09472222,Health Post,Not Functioning,True
Adamawa,Numan,KODOMTI,KODOMTI HEALTH CLINIC,8.217483,12.095273,Health Clinic,Not Functioning,False
Adamawa,Numan,KODOMTI,NZURUWE  HC,9.686666667,12.09833333,PHC,Functioning,True
Adamawa,Numan,KODOMTI,SHAFORON PHCC,10.05222222,12.09888889,Health Post,Partially Functioning,True
Adamawa,Numan,NUMAN I,BAMTATO PHCC,9.3391667,12.100277,Health Post,Functioning,True
Adamawa,Numan,NUMAN I,TUDUN WADA,8.1181016,12.10048,Health Clinic,Partially Functioning,False
Adamawa,Numan,NUMAN II,LUTHER CARE HC,9.802777778,12.10222222,Health Post,Partially Functioning,True
Adamawa,Numan,NUMAN II,PARE PHCC,9.814166667,12.1025,PHC,Functioning,True
Adamawa,Numan,NUMAN II,WODI SAKATO HEALTH POST,8.4436,12.1027,PHC,Partially Functioning,True
Adamawa,Numan,NUMAN II,ZABARMA HEALTH POST,10.61902,12.10334,Health Clinic,Functioning,True
Adamawa,Numan,NUMAN III,MAKERA PHCC,13.0942,12.1036,Hospital,Not Functioning,True
Adamawa,Numan,NUMAN III,PILO TARA,13.0941,12.1039,Health Post,Partially Functioning,True
Adamawa,Numan,NUMAN III,SHEKINAH H CENTER,13.0991,12.1042,Health Clinic,Functioning,True
Adamawa,Numan,SABON PEGI,BASHA HC,10.60538,12.10554,Health Post,Functioning,True
Adamawa,Numan,SABON PEGI,DOWAYA,8.442882,12.107123,PHC,Functioning,True
Adamawa,Numan,SABON PEGI,GWEDA MALAN PHCC,10.11194444,12.1077778,Health Clinic,Not Functioning,True
Adamawa,Numan,SABON PEGI,LCCN MISSION,9.50028,12.109205,PHC,Functioning,True
Adamawa,Numan,SABON PEGI,MCH NUMAN,8.510241,12.110261,Health Post,Partially Functioning,False
Adamawa,Numan,SABON PEGI,NUMAN GENERAL HOSPITAL,8.201147,12.1110121,Health Post,Partially Functioning,True
Adamawa,Numan,SABON PEGI,SABON PEGI PHCC,8.909652,12.111248,Health Clinic,Functioning,True
Adamawa,Numan,SABON PEGI,WAYAM HC,9.445995,12.11559515,Health Post,Partially Functioning,True
Adamawa,Numan,SABON PEGI,WISDOM,9.3266667,12.11611111,Health Post,Functioning,False
Adamawa,Numan,VULPI,GBALAPUNG HC,8.43368,12.118382,Health Post,Not Functioning,False
Adamawa,Numan,VULPI,SALTI HEALTH CLINIC,8.77569,12.119483,Health Clinic,Functioning,True
Adamawa,Numan,VULPI,VULPI PHCC,9.735,12.12305556,Health Post,Partially Functioning,True
Adamawa,Shelleng,Bakta,BAKTA  PHCC,8.2304933,12.1245733,Health Clinic,Partially Functioning,True
Adamawa,Shelleng,Bakta,JUMBO HP,9.492476,12.12558667,Health Clinic,Functioning,True
Adamawa,Shelleng,Bakta,PUPAH HP,9.57508228,12.12617242,Health Post,Not Functioning,False
Adamawa,Shelleng,Bodwai,BODWAI HC,11.11964,12.1273503,Health Post,Functioning,True
Adamawa,Shelleng,Bodwai,Bolama HP,10.65345,12.12751,Health Post,Partially Functioning,True
Adamawa,Shelleng,Bodwai,Gwakta HP,9.8825,12.13138889,PHC,Functioning,True
Adamawa,Shelleng,Bodwai,JALINGO HP,8.451985,12.131632,Health Post,Partially Functioning,True
Adamawa,Shelleng,Bodwai,RIWIRIWI HP,9.2922222,12.1344444,Health Clinic,Functioning,True
Adamawa,Shelleng,Gundo,BOBERE HC,10.20055556,12.13583333,PHC,Functioning,True
Adamawa,Shelleng,Gundo,DASO-FULANI HP,9.697222,12.136389,Health Clinic,Partially Functioning,True
Adamawa,Shelleng,Gundo,GUNDO HC,9.4275216,12.1374016,PHC,Functioning,True
Adamawa,Shelleng,Gundo,KEM MCH,8.2511433,12.139417,Health Post,Not Functioning,False
Adamawa,Shelleng,Gundo,Kurungu HP,10.47947,12.14034,Health Post,Not Functioning,False
Adamawa,Shelleng,Gundo,LABABIRI HP,9.66694,12.141389,Health Post,Partially Functioning,True
Adamawa,Shelleng,Gwapopolok,GWAPOPOLOK HC,9.4292183,12.1436983,Health Post,Functioning,True
Adamawa,Shelleng,Gwapopolok,KARLAJE PHCC,9.43459064,12.1447014,Health Clinic,Partially Functioning,True
Adamawa,Shelleng,Gwapopolok,KONGMA HC,9.4346189,12.14495053,Health Clinic,Partially Functioning,False
Adamawa,Shelleng,Gwapopolok,Nafada HC,10.72651,12.1453,Health Clinic,Functioning,True
Adamawa,Shelleng,Jumbul,BIRABIRA HC,10.72949,12.145578,Health Post,Not Functioning,False
Adamawa,Shelleng,Jumbul,DONGE HC,8.210666,12.146078,Health Clinic,Partially Functioning,True
Adamawa,Shelleng,Jumbul,GOMBEYEL HC,9.55842442,12.14651877,Health Post,Functioning,True
Adamawa,Shelleng,Jumbul,JAMALI PHCC,10.43008,12.14766,Health Post,Partially Functioning,True
Adamawa,Shelleng,Jumbul,KULA MCH,9.4543366,12.1515783,Health Clinic,Partially Functioning,True
Adamawa,Shelleng,Jumbul,YORRONG HC,9.42196491,12.15334705,Health Clinic,Partially Functioning,True
Adamawa,Shelleng,Ketembere,BARATA HC,8.200846,12.158788,Health Post,Not Functioning,False
Adamawa,Shelleng,Ketembere,GONDONG HC,10.67807,12.15908,Health Clinic,Functioning,True
Adamawa,Shelleng,Ketembere,KETEMBERE PHCC,9.53727916,12.15944008,PHC,Functioning,True
Adamawa,Shelleng,Ketembere,LABAU HC,9.395202,12.161165,Health Clinic,Functioning,True
Adamawa,Shelleng,Kiri,KIRI MCH,8.466259,12.163597,Health Post,Not Functioning,True
Adamawa,Shelleng,Kiri,KIRI PHCC,8.466259,12.163597,Health Clinic,Functioning,True
Adamawa,Shelleng,Kiri,LCCN REKI HP,10.25305556,12.16388889,Health Post,Partially Functioning,True
Adamawa,Shelleng,Kiri,SENIOR CAMP,9.818611111,12.16472222,Health Post,Not Functioning,True
Adamawa,Shelleng,Libbo,DUMBURI HP,8.3651,12.17,Health Post,Partially Functioning,False
Adamawa,Shelleng,Libbo,JABI HP,9.5044,12.1715,Health Clinic,Partially Functioning,True
Adamawa,Shelleng,Libbo,KAMBILAM HP,9.851388889,12.17166667,PHC,Functioning,True
Adamawa,Shelleng,Libbo,KATE HP,9.02716,12.17176,PHC,Partially Functioning,True
Adamawa,Shelleng,Libbo,WUROYANKA PHCC,9.004618,12.171993,Health Post,Functioning,True
Adamawa,Shelleng,Shelleng,AYEBOI HP,9.004618,12.171993,Health Post,Functioning,True
Adamawa,Shelleng,Shelleng,DALWA PHCC,8.969015,12.172007,Health Post,Not Functioning,False
Adamawa,Shelleng,Shelleng,Gadam Health Post,9.541333,12.172885,Hospital,Functioning,True
Adamawa,Shelleng,Shelleng,SHELLENG NYSC Clinic,9.497,12.1735,Health Post,Not Functioning,False
Adamawa,Shelleng,Shelleng,SHELLENG TOWN CLINIC,9.45703,12.1742313,Health Clinic,Partially Functioning,True
Adamawa,Shelleng,Shelleng,Tetek Health Post,9.707222222,12.175,PHC,Functioning,True
Adamawa,Shelleng,Tallum,GWAGARAP PHCC,8.455,12.178,Health Post,Partially Functioning,False
Adamawa,Shelleng,Tallum,KULA DUTSE HP,9.5377216,12.1780866,PHC,Functioning,True
Adamawa,Shelleng,Tallum,TALUM HP,9.62090141,12.18146689,Health Post,Not Functioning,False
Adamawa,Shelleng,Tallum,WURO LADDE HP,10.61523,12.18163,IDP Clinic,Functioning,True
Adamawa,Song,Dirma,BATUM,10.61506,12.18194,IDP Clinic,Functioning,True
Adamawa,Song,Dirma,BOTTA,9.2922,12.1821,PHC,Functioning,True
Adamawa,Song,Dirma,BWARA DISPENSARY,11.742778,12.182222,PHC,Functioning,True
Adamawa,Song,Dirma,DIRMA PHCC,9.51391411,12.18264127,Health Post,Not Functioning,False
Adamawa,Song,Dirma,DOMBI,9.56267161,12.18290203,Health Post,Partially Functioning,False
Adamawa,Song,Dirma,SHIURE,9.363672,12.182938,PHC,Functioning,False
Adamawa,Song,Dumne,BAKKA,8.2264533,12.183045,Health Post,Not Functioning,False
Adamawa,Song,Dumne,DUMNE LCCN,9.273055556,12.18527778,Health Clinic,Partially Functioning,True
Adamawa,Song,Dumne,DUMNE PHCC,11.744722,12.188333,IDP Clinic,Functioning,True
Adamawa,Song,Dumne,DUMNE T DISPENSARY,8.589252,12.1917321,PHC,Functioning,True
Adamawa,Song,Dumne,HOMBO HC,9.51129021,12.19239782,PHC,Functioning,True
Adamawa,Song,Dumne,HOPE DISPENSARY,8.590097,12.194206,Health Clinic,Functioning,True
Adamawa,Song,Dumne,KALPENGE HC,8.38,12.1948,Health Post,Not Functioning,False
Adamawa,Song,Dumne,PULLE YNK HC,9.60829014,12.19538423,PHC,Functioning,True
Adamawa,Song,Dumne,SILON HC,10.61139953,12.19609,Health Post,Functioning,True
Adamawa,Song,Dumne,WALKISE HP,8.213987,12.197186,Health Post,Not Functioning,False
Adamawa,Song,Gudu Mboi,BREDENG HP,9.17,12.20083333,PHC,Functioning,False
Adamawa,Song,Gudu Mboi,CHIBAWURO HC,9.535068,12.203753,Health Clinic,Partially Functioning,True
Adamawa,Song,Gudu Mboi,GAKTA HC,7.981235,12.204093,Health Clinic,Partially Functioning,False
Adamawa,Song,Gudu Mboi,GUDU PHCC,10.77618,12.20577,Health Post,Not Functioning,False
Adamawa,Song,Gudu Mboi,HANDA HC,9.217222222,12.2075,PHC,Not Functioning,True
Adamawa,Song,Kilange Funa,GURIKI PHCC,10.60374,12.20864,Hospital,Functioning,True
Adamawa,Song,Kilange Funa,PAKIN  HC,9.031015,12.2091816,Health Clinic,Partially Functioning,True
Adamawa,Song,Kilange Funa,WURO DE HC,8.345,12.2097222,PHC,Functioning,True
Adamawa,Song,Kilange Funa,WURO MALLUM HC,11.606697,12.21177,Health Post,Not Functioning,False
Adamawa,Song,Kilange Hirna,BOLOKO HP,9.511,12.2129,PHC,Partially Functioning,True
Adamawa,Song,Kilange Hirna,GELENG HP,9.2721,12.2131,Health Clinic,Functioning,True
Adamawa,Song,Kilange Hirna,KANAWA HC,9.63116424,12.21359025,Health Post,Not Functioning,False
Adamawa,Song,Kilange Hirna,WURO DAUDA PHCC,9.45790583,12.21621681,PHC,Functioning,True
Adamawa,Song,Sigire,GILDAMBARA HC,10.59625,12.21742,Health Post,Functioning,True
Adamawa,Song,Sigire,GOLONTOBAL PHCC,10.091715,12.21823167,Health Clinic,Functioning,True
Adamawa,Song,Sigire,KESURE HC,10.09281167,12.21849667,Health Post,Not Functioning,True
Adamawa,Song,Sigire,SIGIRE,9.0960366,12.2197583,PHC,Partially Functioning,True
Adamawa,Song,Song Gari,BOLKI PHCC,8.9267,12.2203866,Health Post,Partially Functioning,True
Adamawa,Song,Song Gari,CLINIC A HC,9.45105167,12.22262,Health Clinic,Partially Functioning,True
Adamawa,Song,Song Gari,CLINIC B HC,8.3032,12.2231,Health Post,Partially Functioning,False
Adamawa,Song,Song Gari,COTTAGE HOSPITAL,9.42384209,12.22381149,Health Clinic,Functioning,True
Adamawa,Song,Song Gari,GULUNGO HP,9.49230156,12.22411619,Health Clinic,Functioning,True
Adamawa,Song,Song Gari,MBILLA HC,8.979585,12.224555,Health Post,Functioning,True
Adamawa,Song,Song Gari,NURSING HOME,9.2342,12.2258,PHC,Functioning,True
Adamawa,Song,Song Gari,SABON LOKO PHCC,10.77869,12.22905,Health Post,Functioning,True
Adamawa,Song,Song Gari,SONG MATERNITY AND NURSING HOME,9.1151266,12.2307333,PHC,Partially Functioning,True
Adamawa,Song,Song Gari,TOWN DISPENSARY,9.315014,12.230778,PHC,Functioning,False
Adamawa,Song,Song Gari,TSOHON LOKO HC,9.5027,12.2317,Health Post,Partially Functioning,False
Adamawa,Song,Song Waje,DADINROWA,9.4716,12.233,Health Clinic,Functioning,True
Adamawa,Song,Song Waje,DIDANGO HC,9.29982,12.233083,Health Clinic,Functioning,False
Adamawa,Song,Song Waje,GALAMBA PHCC,9.19218,12.23386,Health Post,Partially Functioning,True
Adamawa,Song,Song Waje,GEWAN PHCC,9.39534584,12.2343173,Health Post,Not Functioning,True
Adamawa,Song,Song Waje,GIDEKEN HP,9.46521977,12.23454042,Health Clinic,Functioning,True
Adamawa,Song,Song Waje,LAIDE HC,8.4037,12.237,Health Post,Not Functioning,False
Adamawa,Song,Song Waje,MAIGERO HC,11.519461,12.237936,Health Post,Not Functioning,True
Adamawa,Song,Song Waje,MUDUNGO HP,9.2916667,12.2380555,PHC,Functioning,True
Adamawa,Song,Song Waje,MULENG PHCC,9.2916667,12.2380556,Health Clinic,Functioning,True
Adamawa,Song,Song Waje,MUNAM NURSING HOME,12.2261111,12.23888889,Health Clinic,Functioning,True
Adamawa,Song,Song Waje,MURKE PHCC,8.273,12.239,PHC,Functioning,True
Adamawa,Song,Suktu,BALMA,9.2927778,12.2427778,PHC,Functioning,True
Adamawa,Song,Suktu,GBERWENE HC,9.2239,12.2431,PHC,Functioning,True
Adamawa,Song,Suktu,JUMBO,9.37368352,12.2439908,Health Clinic,Functioning,True
Adamawa,Song,Suktu,MBAI,9.4828,12.2447,PHC,Functioning,False
Adamawa,Song,Suktu,ROMA,11.577545,12.245175,Health Post,Not Functioning,False
Adamawa,Song,Suktu,SALASA PHCC,8.395,12.2455,Health Post,Partially Functioning,True
Adamawa,Song,Suktu,SATTE,9.4647845,12.24552934,Health Post,Functioning,True
Adamawa,Song,Suktu,SOKORON,8.4455,12.246,Health Post,Partially Functioning,True
Adamawa,Song,Suktu,SUKTU TSARKI,12.30789333,12.24617167,Health Post,Not Functioning,True
Adamawa,Song,Waltandi,DIKIR HC,9.54866,12.246365,Health Clinic,Partially Functioning,True
Adamawa,Song,Waltandi,KUKTA  HC,9.46540448,12.247644,Health Clinic,Functioning,True
Adamawa,Song,Waltandi,PRAMBE HC,9.51349,12.247787,Health Clinic,Partially Functioning,True
Adamawa,Song,Waltandi,PUPA  HC,8.723142,12.247982,Hospital,Partially Functioning,False
Adamawa,Song,Waltandi,TSAUBIRI HC,13.0089,12.2508,Health Clinic,Functioning,True
Adamawa,Song,Waltandi,WALTADI  HC,10.71206,12.25106,Health Post,Functioning,True
Adamawa,Song,Zumo,HOLMA MHC,9.258888889,12.25194444,Health Clinic,Partially Functioning,True
Adamawa,Song,Zumo,LAMORDE HC,9.46162499,12.25472138,Health Clinic,Functioning,True
Adamawa,Song,Zumo,ZUMO PHCC,9.360768,12.25487,Health Post,Partially Functioning,True
Adamawa,Toungo,Dawo II,DADUKEN PHCC,9.568835,12.255273,Health Clinic,Functioning,True
Adamawa,Toungo,Dawo II,DAKALAJI,9.0371816,12.2562066,Health Post,Partially Functioning,False
Adamawa,Toungo,Dawo II,DASU HEALTH POST,9.3745125,12.26160404,Health Post,Not Functioning,False
Adamawa,Toungo,Dawo II,TIMYEREN  HP,8.3755,12.2621,PHC,Functioning,True
Adamawa,Toungo,GANGSENI,GANGSEINI,9.07419,12.26246,Health Post,Partially Functioning,True
Adamawa,Toungo,Gumti,GUMTI H/POST,10.10744833,12.26254667,Health Clinic,Functioning,True
Adamawa,Toungo,Gumti,Gumti HC,10.2050725,12.26280111,Health Post,Not Functioning,True
Adamawa,Toungo,Gumti,Kilalai HC,9.4148,12.2632,Health Clinic,Functioning,True
Adamawa,Toungo,Gumti,Nyasikasi HC,9.1912702,12.2635682,PHC,Functioning,True
Adamawa,Toungo,Gumti,PHCC TIPSAN,10.382,12.2645,PHC,Functioning,True
Adamawa,Toungo,Kiri I, Metani PHC,9.5718,12.2654,Health Clinic,Functioning,True
Adamawa,Toungo,Kiri I,Dalasun HC,9.49504106,12.26650584,Health Post,Functioning,True
Adamawa,Toungo,Kiri I,Dugdun HC,9.80698,12.270468,Health Post,Partially Functioning,False
Adamawa,Toungo,Kiri I,Kiri PHC,8.54524,12.271412,Health Clinic,Functioning,True
Adamawa,Toungo,Kiri II,DADTIM H/POST,11.613193,12.27277,Health Clinic,Partially Functioning,True
Adamawa,Toungo,Kiri II,DAKEU,9.207698,12.2727858,PHC,Functioning,True
Adamawa,Toungo,Kiri II,DALUGA,8.577379,12.273597,Health Clinic,Functioning,True
Adamawa,Toungo,Kiri II,KUDORI H/POST,8.6722014,12.27789,Health Clinic,Partially Functioning,True
Adamawa,Toungo,Kiri II,PHCC TIMBUKUM,9.189078,12.283426,Health Clinic,Functioning,True
Adamawa,Toungo,Kiri II,Taksi G HC,9.1921912,12.2836138,Health Post,Partially Functioning,True
Adamawa,Toungo,Kiri II,Timbo PHCC,9.47673468,12.28879926,PHC,Functioning,True
Adamawa,Toungo,Kongin Baba I,Songoli HP,9.308914,12.289553,PHC,Functioning,True
Adamawa,Toungo,Kongin Baba II,DADIRI H/POST,9.2353316,12.292874,Health Post,Not Functioning,False
Adamawa,Toungo,Kongin Baba II,Dambara PHCC,9.333263,12.293154,Health Post,Not Functioning,False
Adamawa,Toungo,Kongin Baba II,KOGIN BABA II,9.257384,12.293848,Health Post,Not Functioning,False
Adamawa,Toungo,Kongin Baba II,TIMPWA H/POST,9.43247501,12.29417545,Health Clinic,Partially Functioning,True
Adamawa,Toungo,Toungo I,COTTAGE HOSPITAL,9.286487,12.29458,Health Post,Functioning,False
Adamawa,Toungo,Toungo I,Dadin Kowa HC,7.581197,12.29506,Health Clinic,Functioning,True
Adamawa,Toungo,Toungo I,RISKU,9.4636,12.2951,Health Clinic,Partially Functioning,True
Adamawa,Toungo,Toungo I,TOUNGO PHCC I,8.589262,12.2991738,Health Post,Not Functioning,False
Adamawa,Toungo,Toungo II,FMHC YELIS0,6.58308,12.30372,PHC,Partially Functioning,True
Adamawa,Toungo,Toungo II,KPWASA H/POST,11.548395,12.304538,Health Post,Not Functioning,False
Adamawa,Toungo,Toungo II,Layinde Chita  HC,9.568048,12.304843,Health Clinic,Partially Functioning,True
Adamawa,Toungo,Toungo II,MAYO BUTALI,9.4928,12.305,Health Clinic,Partially Functioning,False
Adamawa,Toungo,Toungo II,Toungo 2 PHC,10.18612056,12.30511639,Health Post,Not Functioning,True
Adamawa,Toungo,Toungo III,ADAMU YALAKI H/POST,9.3955,12.306,PHC,Partially Functioning,True
Adamawa,Toungo,Toungo III,Gang Zamanu PHC,10.20311556,12.30684444,Health Post,Not Functioning,True
Adamawa,Toungo,Toungo III,GARIN YOHANA HP,9.438,12.3115,Health Post,Not Functioning,True
Adamawa,Toungo,Toungo III,LABBARE H/P,9.400608,12.312561,Health Clinic,Functioning,False
Adamawa,Toungo,Toungo III,Lawan Dakka HC,8.355,12.315,PHC,Functioning,True
Adamawa,Toungo,Toungo III,MAIHULA H/P,9.350894,12.315112,Health Post,Not Functioning,False
Adamawa,Toungo,Toungo III,Namdu HC,9.46328186,12.315321,Health Post,Partially Functioning,True
Adamawa,Toungo,Toungo III,Nawai HC,9.5612,12.317,PHC,Functioning,True
Adamawa,Toungo,Toungo III,TAKSI GONI H/POST,11.488088,12.317603,PHC,Not Functioning,False
Adamawa,Yola North,Ajiya,Ajiya PHCC,10.10731389,12.32018889,Health Clinic,Not Functioning,True
Adamawa,Yola North,Ajiya,DAWA U CLINIC,9.4946,12.3214,Health Post,Not Functioning,True
Adamawa,Yola North,Alkalawa,Atiku Abubakar PHCC,8.571996,12.32199321,Health Post,Not Functioning,True
Adamawa,Yola North,Alkalawa,DA'AMA HOSPITAL YOLA,9.5531,12.3234,Health Clinic,Partially Functioning,True
Adamawa,Yola North,Alkalawa,GALBOSE HOSPITAL,9.2155278,12.3234476,PHC,Functioning,True
Adamawa,Yola North,Doubeli,BAMAIYI HOSPITAL,10.2356,12.3238,Health Post,Functioning,True
Adamawa,Yola North,Doubeli,Major Aminu Urban Health Centre,9.3911,12.3325,Health Clinic,Partially Functioning,True
Adamawa,Yola North,Doubeli,SAUKI MEDICAL,9.3926,12.3327,PHC,Partially Functioning,True
Adamawa,Yola North,Gwadabawa,FEDERAL COLLEGE OF EDUCATION CLINIC,10.052,12.3329,PHC,Functioning,True
Adamawa,Yola North,Gwadabawa,GOVT. GIRLS SEC. SCH. CLINIC,9.46587053,12.33519624,PHC,Functioning,True
Adamawa,Yola North,Gwadabawa,GOVT. HOUSE CLINIC,10.09326333,12.33573,PHC,Functioning,True
Adamawa,Yola North,Gwadabawa,Gwadabawa PHCC,9.374683,12.337806,Health Post,Partially Functioning,False
Adamawa,Yola North,Gwadabawa,Idi Attah PHCC,10.30642611,12.33795586,Health Clinic,Not Functioning,True
Adamawa,Yola North,Gwadabawa,UNIVERSAL BASIL EDUCATION CLINIC,9.0051566,12.3386466,Health Post,Partially Functioning,True
Adamawa,Yola North,Jambutu,Damilu PHCC,9.2913889,12.3411111,Health Post,Functioning,True
Adamawa,Yola North,Jambutu,GIRIO NURSING & MATERN,10.51,12.3433,Health Clinic,Functioning,True
Adamawa,Yola North,Jambutu,Jambutu PHCC,9.545648,12.347925,PHC,Functioning,True
Adamawa,Yola North,Jambutu,MERCYLAND,9.391021,12.35032,Health Post,Functioning,False
Adamawa,Yola North,Jambutu,ST. FRANCIS,9.468,12.351,Health Clinic,Partially Functioning,True
Adamawa,Yola North,KAREWA,163 NAF HOSPITAL,10.20296694,12.35567194,Health Post,Not Functioning,True
Adamawa,Yola North,KAREWA,22 BDE MEDICAL CENTER,8.958243,12.3582,Health Post,Not Functioning,False
Adamawa,Yola North,KAREWA,ADAMAWA STATE POLYTECHNIC,8.6127014,12.35982,PHC,Partially Functioning,True
Adamawa,Yola North,KAREWA,BACHURE PHCC,10.69345,12.36135,PHC,Functioning,True
Adamawa,Yola North,KAREWA,BEKAJI PHCC,9.4723,12.3617,PHC,Functioning,True
Adamawa,Yola North,KAREWA,BOSHANG CLINIC & MATERNITY LTD,9.5326,12.363,Health Clinic,Partially Functioning,True
Adamawa,Yola North,KAREWA,GENERAL MURTALA MOHD. COLLEGE CLINIC,9.504,12.3639,Health Post,Partially Functioning,True
Adamawa,Yola North,KAREWA,MALAMRE PHCC,9.4432,12.3643,Health Clinic,Partially Functioning,True
Adamawa,Yola North,KAREWA,MATCO CLINIC,9.48431866,12.36573657,Health Clinic,Partially Functioning,True
Adamawa,Yola North,KAREWA,POLICE CLINIC,9.554,12.37,PHC,Functioning,True
Adamawa,Yola North,KAREWA,Royal Hospital,10.18891833,12.37025,Health Clinic,Functioning,True
Adamawa,Yola North,KAREWA,VALADA HOSPITAL,9.499,12.3715,Hospital,Functioning,True
Adamawa,Yola North,KAREWA,VALLI MEDICAL CLNIC,10.18612833,12.37209667,Health Clinic,Functioning,True
Adamawa,Yola North,KAREWA,ZENITH CARE CONSULTANT,9.7244444,12.37277776,PHC,Functioning,True
Adamawa,Yola North,Limawa,Gambo Jimeta PHCC,9.4925,12.3737,Health Post,Not Functioning,True
Adamawa,Yola North,Limawa,ZAITUNE CLINIC,9.502,12.3743,PHC,Functioning,True
Adamawa,Yola North,Luggere,AHMAD DENTAL CLNIC,9.48579455,12.37470641,Health Clinic,Functioning,True
Adamawa,Yola North,Luggere,FORTLAND HOSPITAL,9.1894444,12.3761111,PHC,Functioning,True
Adamawa,Yola North,Luggere,FREEDOM POLYCLINIC,12.05555556,12.37666667,Health Post,Functioning,True
Adamawa,Yola North,Luggere,Jimeta Clinic and Maternity,8.5736,12.3802,PHC,Functioning,True
Adamawa,Yola North,Luggere,Peace Hospital,9.535882,12.383845,Health Post,Not Functioning,False
Adamawa,Yola North,Luggere,ST THERESA,10.015,12.3858,PHC,Functioning,True
Adamawa,Yola North,Luggere,TRUMPH HOSPITAL,9.0882633,12.3873833,PHC,Partially Functioning,True
Adamawa,Yola North,NASSARAWO,Demsawo PHCC,8.594,12.3905,Health Post,Not Functioning,False
Adamawa,Yola North,NASSARAWO,Nassarawo PHCC,9.4657,12.391,PHC,Partially Functioning,True
Adamawa,Yola North,NASSARAWO,YOLA SPECIALIST HOSPITAL,10.13280833,12.394435,Health Clinic,Functioning,True
Adamawa,Yola North,Rumde,AAMD RUMDE,9.399,12.3955,Health Clinic,Partially Functioning,True
Adamawa,Yola North,YELWA,AA Namtari PHCC,8.501,12.396,PHC,Functioning,True
Adamawa,Yola South,ADARAWO,WURO HAUSA DISPENSARY,9.0253633,12.39702,Health Post,Partially Functioning,True
Adamawa,Yola South,ADARAWO,WURO HAUSA PHCC,9.4451,12.399,Health Clinic,Not Functioning,True
Adamawa,Yola South,Bako,BAKO PHCC,8.85077,12.39924,Health Post,Partially Functioning,True
Adamawa,Yola South,Bole Yolde Pate,Bole Yolde Pate PHC,8.896111111,12.39944444,Health Post,Partially Functioning,True
Adamawa,Yola South,Bole Yolde Pate,FMC YOLA,8.51,12.401,Health Post,Not Functioning,False
Adamawa,Yola South,Bole Yolde Pate,NICE MATERNITY,8.976666667,12.4025,PHC,Partially Functioning,True
Adamawa,Yola South,Bole Yolde Pate,Shagari HC,9.4849,12.4025,Health Post,Not Functioning,False
Adamawa,Yola South,Bole Yolde Pate,YOLDE PATE,10.684988,12.402628,PHC,Partially Functioning,True
Adamawa,Yola South,MAKAMA A,DAMAKE POLO,9.2605556,12.4027778,PHC,Functioning,True
Adamawa,Yola South,MAKAMA A,Lamido Aliyu HC,9.296736,12.40282,Health Post,Partially Functioning,False
Adamawa,Yola South,Makama 'B',Adamawa Hospital,8.9708308,12.4046454,Health Post,Partially Functioning,True
Adamawa,Yola South,Makama 'B',Nana Asmau PHCC,8.984722222,12.41055556,Health Clinic,Partially Functioning,True
Adamawa,Yola South,Makama 'B',YOLA CENTER,9.2831064,12.4139826,Hospital,Functioning,True
Adamawa,Yola South,Mbamba,MBAMBA ARDO YAHYA PHCC,9.902222222,12.41666667,Health Clinic,Partially Functioning,True
Adamawa,Yola South,Mbamba,Njoboli PHC,9.2222222,12.4166667,Health Clinic,Functioning,True
Adamawa,Yola South,Mbamba,NJOBOLIYO    HP,9.266006,12.417014,Hospital,Functioning,True
Adamawa,Yola South,Mbamba,RUGANGE HP,9.2350632,12.4187787,Health Clinic,Functioning,True
Adamawa,Yola South,Mbamba,SEBORE HP,11.14535028,12.41888889,Health Clinic,Not Functioning,True
Adamawa,Yola South,MBAMOI,BAKARI MBAMOI PHCC,9.270516,12.419067,PHC,Functioning,True
Adamawa,Yola South,Namtari,CHANGARA H POST,8.7997933,12.4203783,Health Post,Partially Functioning,True
Adamawa,Yola South,Namtari,DOULABI H/POST,10.151935,12.421775,PHC,Functioning,True
Adamawa,Yola South,Namtari,DUNGA H/POST,9.2433352,12.4245433,PHC,Functioning,True
Adamawa,Yola South,Namtari,MALKOHI IDP CAMP HC,9.4441,12.4248,PHC,Functioning,True
Adamawa,Yola South,Namtari,Malkohi PHC,9.2864239,12.4255207,Health Post,Functioning,True
Adamawa,Yola South,Namtari,NAMTARI GUREL,9.2852341,12.4303044,PHC,Functioning,True
Adamawa,Yola South,Namtari,Namtari manga PHCC,9.483,12.4314,PHC,Functioning,True
Adamawa,Yola South,Namtari,NURO DADI H POST,10.15116167,12.43299167,Health Clinic,Partially Functioning,True
Adamawa,Yola South,Namtari,SAMINAKA H/P,9.4556,12.43333,PHC,Functioning,True
